entity	raw_type	final_type	type_source	notes
OSR2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OSTC	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OTOF	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OTOG	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OTOGL	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OTOP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OTX2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OVGP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OVOL1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OXCT1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OXSM	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
OXSR1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
OXT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
OXTR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
Obiltoxaximab	drug	Drug	raw_json	context_agree:valid_test_candidate
Obinutuzumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Ocrelizumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Octreotide	drug	Drug	raw_json	context_agree:valid_test_candidate
Ofatumumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Ofloxacin	drug	Drug	raw_json	context_agree:valid_test_candidate
Olanzapine	drug	Drug	raw_json	context_agree:valid_test_candidate
Olaparib	drug	Drug	raw_json	context_agree:valid_test_candidate
Olaratumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Oleandomycin	drug	Drug	raw_json	context_agree:valid_test_candidate
Olmutinib	drug	Drug	raw_json	context_agree:valid_test_candidate
Olodaterol	drug	Drug	raw_json	context_agree:valid_test_candidate
Olopatadine	drug	Drug	raw_json	context_agree:valid_test_candidate
Omacetaxine mepesuccinate	drug	Drug	raw_json	context_agree:valid_test_candidate
Omadacycline	drug	Drug	raw_json	context_agree:valid_test_candidate
Omalizumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Omarigliptin	drug	Drug	raw_json	context_agree:valid_test_candidate
Ombitasvir	drug	Drug	raw_json	context_agree:valid_test_candidate
Omega-3 fatty acids	drug	Drug	raw_json	context_agree:valid_test_candidate
Omeprazole	drug	Drug	raw_json	context_agree:valid_test_candidate
Omidenepag isopropyl	drug	Drug	raw_json	context_agree:valid_test_candidate
Omoconazole	drug	Drug	raw_json	context_agree:valid_test_candidate
Opicapone	drug	Drug	raw_json	context_agree:valid_test_candidate
Opipramol	drug	Drug	raw_json	context_agree:valid_test_candidate
Oprelvekin	drug	Drug	raw_json	context_agree:valid_test_candidate
Orciprenaline	drug	Drug	raw_json	context_agree:valid_test_candidate
Oritavancin	drug	Drug	raw_json	context_agree:valid_test_candidate
Orlistat	drug	Drug	raw_json	context_agree:valid_test_candidate
Orphenadrine	drug	Drug	raw_json	context_agree:valid_test_candidate
Oseltamivir	drug	Drug	raw_json	context_agree:valid_test_candidate
Osilodrostat	drug	Drug	raw_json	context_agree:valid_test_candidate
Ospemifene	drug	Drug	raw_json	context_agree:valid_test_candidate
Oteracil	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxaceprol	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxacillin	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxaflozane	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxaliplatin	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxamniquine	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxaprozin	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxazepam	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxcarbazepine	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxetorone	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxiconazole	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxitropium	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxprenolol	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxybutynin	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxymetazoline	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxymetholone	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxypertine	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxyphencyclimine	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxyphenisatin	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxyphenisatin acetate	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxytetracycline	drug	Drug	raw_json	context_agree:valid_test_candidate
Oxytocin	drug	Drug	raw_json	context_agree:valid_test_candidate
Ozagrel	drug	Drug	raw_json	context_agree:valid_test_candidate
Ozanimod	drug	Drug	raw_json	context_agree:valid_test_candidate
Ozenoxacin	drug	Drug	raw_json	context_agree:valid_test_candidate
P2RX2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
P2RX4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
P2RX7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
P2RY11	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
P2RY12	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
P2RY14	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
P2RY2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
P2RY8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
P3H1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
P3H2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
P3H3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
P4HA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
P4HB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
P4HTM	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PA2G4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PABPC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PABPC4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PACC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PACS1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PACS2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PACSIN2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PADI3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PADI4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAEP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAFAH1B1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAG1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAH	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAICS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAIP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAK3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAK4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAK5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAK6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PALB2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAM	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAMR1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAN2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PANK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PANK4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PANX1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PANX2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAOX	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAPPA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAPSS1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PAQR4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PARD3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PARK16	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PARK7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PARN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PARP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PARP12	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PARP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PARP3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PARP4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PARP8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PARVA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PASK	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PATJ	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAWR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAX2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAX3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAX4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAX5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAX6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAX8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PAX9	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PBK	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PBRM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PBX1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PBX4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PC	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PCAT1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCBD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCCA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PCCB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PCDH10	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDH11X	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDH11Y	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDH12	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDH15	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDH17	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDH19	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDH20	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDH8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDH9	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDHB15	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDHB8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCDHGB6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCLAF	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCLO	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCNA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PCNT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCNX3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCP4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCSK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCSK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PCSK9	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PCYT1A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PCYT1B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PCYT2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDCD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDCD2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDCD4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDCD6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDCD6IP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDE10A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE11A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE1A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE1B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE1C	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE2A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE3A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE3B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE4A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE4B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE4C	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE4D	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE5A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE6A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE6B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE6C	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE6G	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE6H	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE7A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE7B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE8A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE8B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDE9A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDGFA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDGFB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDGFC	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDGFD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDGFRA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDGFRB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDGFRL	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDHA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDHB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDIA3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDIK1L	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDILT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDK4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDLIM3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDLIM4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDLIM5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDLIM7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDPK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDPN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDRG1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDS5A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDX1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDXDC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDXK	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PDYN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDZD4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDZK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDZK1IP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PDZRN4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEA15	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEAK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEBP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PECAM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEG3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEMT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PENK	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEPD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PER1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PER2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PER3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEX1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEX11A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEX13	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEX26	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PEX5L	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PF4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PFKFB3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PFKFB4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PFKL	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PFKM	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PFN1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PGA5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PGAM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PGAM2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PGBD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PGBD3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PGD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PGF	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PGGT1B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PGK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PGLS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PGLYRP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PGM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PGM3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PGM5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PGP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PGR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PGRMC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PHACTR1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHB2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PHETA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHEX	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHF21A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHF3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHF6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHF7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHGDH	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHIP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHKA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHKA2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHKB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHKG1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PHKG2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHLDA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHLDA2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHLDB1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHLDB2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHOSPHO1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PHOX2B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHRF1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PHYH	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PI3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PI4K2B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PI4KA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PI4KB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIAS3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PICALM	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PICK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIDD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGH	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGM	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGO	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGQ	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIGU	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIK3C2B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIK3C2G	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIK3C3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIK3CA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIK3CB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIK3CD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIK3CG	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIK3R2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIK3R3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIK3R4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIK3R5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIM2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
PIM3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
PIN1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
